Comunidades y ciudades autónomas;Grupo de edad;Periodo;Total
País Vasco;Todas las edades;2011;662
País Vasco;Menos de 18 años;2023;14
País Vasco;Menos de 18 años;2022;18
País Vasco;Menos de 18 años;2021;18
País Vasco;Menos de 18 años;2020;13
País Vasco;Menos de 18 años;2019;15
País Vasco;Menos de 18 años;2018;18
País Vasco;Menos de 18 años;2017;24
País Vasco;Menos de 18 años;2016;8
País Vasco;Menos de 18 años;2015;15
País Vasco;Menos de 18 años;2014;11
País Vasco;Menos de 18 años;2013;11
País Vasco;Menos de 18 años;2012;9
País Vasco;Menos de 18 años;2011;11
País Vasco;De 18 a 24 años;2023;106
País Vasco;De 18 a 24 años;2022;112
País Vasco;De 18 a 24 años;2021;87
País Vasco;De 18 a 24 años;2020;81
País Vasco;De 18 a 24 años;2019;93
País Vasco;De 18 a 24 años;2018;121
País Vasco;De 18 a 24 años;2017;101
País Vasco;De 18 a 24 años;2016;98
País Vasco;De 18 a 24 años;2015;56
País Vasco;De 18 a 24 años;2014;79
País Vasco;De 18 a 24 años;2013;82
País Vasco;De 18 a 24 años;2012;94
País Vasco;De 18 a 24 años;2011;103
País Vasco;De 25 a 44 años;2023;460
País Vasco;De 25 a 44 años;2022;469
País Vasco;De 25 a 44 años;2021;390
País Vasco;De 25 a 44 años;2020;363
País Vasco;De 25 a 44 años;2019;461
País Vasco;De 25 a 44 años;2018;498
País Vasco;De 25 a 44 años;2017;439
País Vasco;De 25 a 44 años;2016;421
País Vasco;De 25 a 44 años;2015;362
País Vasco;De 25 a 44 años;2014;382
País Vasco;De 25 a 44 años;2013;389
País Vasco;De 25 a 44 años;2012;451
País Vasco;De 25 a 44 años;2011;421
País Vasco;De 45 a 64 años;2023;156
País Vasco;De 45 a 64 años;2022;161
País Vasco;De 45 a 64 años;2021;110
País Vasco;De 45 a 64 años;2020;88
País Vasco;De 45 a 64 años;2019;133
País Vasco;De 45 a 64 años;2018;98
País Vasco;De 45 a 64 años;2017;114
País Vasco;De 45 a 64 años;2016;103
País Vasco;De 45 a 64 años;2015;99
País Vasco;De 45 a 64 años;2014;89
País Vasco;De 45 a 64 años;2013;97
País Vasco;De 45 a 64 años;2012;109
País Vasco;De 45 a 64 años;2011;109
País Vasco;65 y más años;2023;18
País Vasco;65 y más años;2022;23
País Vasco;65 y más años;2021;9
País Vasco;65 y más años;2020;14
País Vasco;65 y más años;2019;14
País Vasco;65 y más años;2018;7
País Vasco;65 y más años;2017;7
País Vasco;65 y más años;2016;14
País Vasco;65 y más años;2015;13
País Vasco;65 y más años;2014;16
País Vasco;65 y más años;2013;31
País Vasco;65 y más años;2012;12
País Vasco;65 y más años;2011;18
Rioja, La;Todas las edades;2023;455
Rioja, La;Todas las edades;2022;367
Rioja, La;Todas las edades;2021;348
Rioja, La;Todas las edades;2020;286
Rioja, La;Todas las edades;2019;296
Rioja, La;Todas las edades;2018;331
Rioja, La;Todas las edades;2017;225
Rioja, La;Todas las edades;2016;225
Rioja, La;Todas las edades;2015;198
Rioja, La;Todas las edades;2014;200
Rioja, La;Todas las edades;2013;168
Rioja, La;Todas las edades;2012;194
Rioja, La;Todas las edades;2011;188
Rioja, La;Menos de 18 años;2023;8
Rioja, La;Menos de 18 años;2022;7
Rioja, La;Menos de 18 años;2021;6
Rioja, La;Menos de 18 años;2020;5
Rioja, La;Menos de 18 años;2019;8
Rioja, La;Menos de 18 años;2018;7
Rioja, La;Menos de 18 años;2017;6
Rioja, La;Menos de 18 años;2016;10
Rioja, La;Menos de 18 años;2015;5
Rioja, La;Menos de 18 años;2014;3
Rioja, La;Menos de 18 años;2013;2
Rioja, La;Menos de 18 años;2012;2
Rioja, La;Menos de 18 años;2011;7
Rioja, La;De 18 a 24 años;2023;76
Rioja, La;De 18 a 24 años;2022;54
Rioja, La;De 18 a 24 años;2021;47
Rioja, La;De 18 a 24 años;2020;46
Rioja, La;De 18 a 24 años;2019;55
Rioja, La;De 18 a 24 años;2018;69
Rioja, La;De 18 a 24 años;2017;32
Rioja, La;De 18 a 24 años;2016;39
Rioja, La;De 18 a 24 años;2015;31
Rioja, La;De 18 a 24 años;2014;25
Rioja, La;De 18 a 24 años;2013;30
Rioja, La;De 18 a 24 años;2012;28
Rioja, La;De 18 a 24 años;2011;38
Rioja, La;De 25 a 44 años;2023;273
Rioja, La;De 25 a 44 años;2022;222
Rioja, La;De 25 a 44 años;2021;221
Rioja, La;De 25 a 44 años;2020;178
Rioja, La;De 25 a 44 años;2019;183
Rioja, La;De 25 a 44 años;2018;208
Rioja, La;De 25 a 44 años;2017;147
Rioja, La;De 25 a 44 años;2016;139
Rioja, La;De 25 a 44 años;2015;132
Rioja, La;De 25 a 44 años;2014;145
Rioja, La;De 25 a 44 años;2013;110
Rioja, La;De 25 a 44 años;2012;136
Rioja, La;De 25 a 44 años;2011;127
Rioja, La;De 45 a 64 años;2023;91
Rioja, La;De 45 a 64 años;2022;77
Rioja, La;De 45 a 64 años;2021;68
Rioja, La;De 45 a 64 años;2020;55
Rioja, La;De 45 a 64 años;2019;44
Rioja, La;De 45 a 64 años;2018;44
Rioja, La;De 45 a 64 años;2017;37
Rioja, La;De 45 a 64 años;2016;31
Rioja, La;De 45 a 64 años;2015;28
Rioja, La;De 45 a 64 años;2014;25
Rioja, La;De 45 a 64 años;2013;26
Rioja, La;De 45 a 64 años;2012;27
Rioja, La;De 45 a 64 años;2011;14
Rioja, La;65 y más años;2023;7
Rioja, La;65 y más años;2022;7
Rioja, La;65 y más años;2021;6
Rioja, La;65 y más años;2020;2
Rioja, La;65 y más años;2019;6
Rioja, La;65 y más años;2018;3
Rioja, La;65 y más años;2017;3
Rioja, La;65 y más años;2016;6
Rioja, La;65 y más años;2015;2
Rioja, La;65 y más años;2014;2
Rioja, La;65 y más años;2013;0
Rioja, La;65 y más años;2012;1
Rioja, La;65 y más años;2011;2
Ceuta;Todas las edades;2023;97
Ceuta;Todas las edades;2022;73
Ceuta;Todas las edades;2021;78
Ceuta;Todas las edades;2020;62
Ceuta;Todas las edades;2019;59
Ceuta;Todas las edades;2018;65
Ceuta;Todas las edades;2017;74
Ceuta;Todas las edades;2016;91
Ceuta;Todas las edades;2015;60
Ceuta;Todas las edades;2014;51
Ceuta;Todas las edades;2013;59
Ceuta;Todas las edades;2012;43
Ceuta;Todas las edades;2011;54
Ceuta;Menos de 18 años;2023;5
Ceuta;Menos de 18 años;2022;1
Ceuta;Menos de 18 años;2021;3
Ceuta;Menos de 18 años;2020;3
Ceuta;Menos de 18 años;2019;2
Ceuta;Menos de 18 años;2018;2
Ceuta;Menos de 18 años;2017;0
Ceuta;Menos de 18 años;2016;1
Ceuta;Menos de 18 años;2015;2
Ceuta;Menos de 18 años;2014;0
Ceuta;Menos de 18 años;2013;3
Ceuta;Menos de 18 años;2012;2
Ceuta;Menos de 18 años;2011;0
Ceuta;De 18 a 24 años;2023;19
Ceuta;De 18 a 24 años;2022;13
Ceuta;De 18 a 24 años;2021;17
Ceuta;De 18 a 24 años;2020;8
Ceuta;De 18 a 24 años;2019;6
Ceuta;De 18 a 24 años;2018;15
Ceuta;De 18 a 24 años;2017;16
Ceuta;De 18 a 24 años;2016;18
Ceuta;De 18 a 24 años;2015;11
Ceuta;De 18 a 24 años;2014;10
Ceuta;De 18 a 24 años;2013;18
Ceuta;De 18 a 24 años;2012;4
Ceuta;De 18 a 24 años;2011;10
Ceuta;De 25 a 44 años;2023;54
Ceuta;De 25 a 44 años;2022;45
Ceuta;De 25 a 44 años;2021;45
Ceuta;De 25 a 44 años;2020;37
Ceuta;De 25 a 44 años;2019;45
Ceuta;De 25 a 44 años;2018;40
Ceuta;De 25 a 44 años;2017;47
Ceuta;De 25 a 44 años;2016;64
Ceuta;De 25 a 44 años;2015;42
Ceuta;De 25 a 44 años;2014;33
Ceuta;De 25 a 44 años;2013;34
Ceuta;De 25 a 44 años;2012;31
Ceuta;De 25 a 44 años;2011;33
Ceuta;De 45 a 64 años;2023;19
Ceuta;De 45 a 64 años;2022;12
Ceuta;De 45 a 64 años;2021;12
Ceuta;De 45 a 64 años;2020;13
Ceuta;De 45 a 64 años;2019;6
Ceuta;De 45 a 64 años;2018;6
Ceuta;De 45 a 64 años;2017;11
Ceuta;De 45 a 64 años;2016;8
Ceuta;De 45 a 64 años;2015;4
Ceuta;De 45 a 64 años;2014;8
Ceuta;De 45 a 64 años;2013;4
Ceuta;De 45 a 64 años;2012;6
Ceuta;De 45 a 64 años;2011;11
Ceuta;65 y más años;2023;0
Ceuta;65 y más años;2022;2
Ceuta;65 y más años;2021;1
Ceuta;65 y más años;2020;1
Ceuta;65 y más años;2019;0
Ceuta;65 y más años;2018;2
Ceuta;65 y más años;2017;0
Ceuta;65 y más años;2016;0
Ceuta;65 y más años;2015;1
Ceuta;65 y más años;2014;0
Ceuta;65 y más años;2013;0
Ceuta;65 y más años;2012;0
Ceuta;65 y más años;2011;0
Melilla;Todas las edades;2023;201
Melilla;Todas las edades;2022;122
Melilla;Todas las edades;2021;52
Melilla;Todas las edades;2020;75
Melilla;Todas las edades;2019;70
Melilla;Todas las edades;2018;62
Melilla;Todas las edades;2017;74
Melilla;Todas las edades;2016;56
Melilla;Todas las edades;2015;97
Melilla;Todas las edades;2014;64
Melilla;Todas las edades;2013;52
Melilla;Todas las edades;2012;58
Melilla;Todas las edades;2011;55
Melilla;Menos de 18 años;2023;6
Melilla;Menos de 18 años;2022;5
Melilla;Menos de 18 años;2021;2
Melilla;Menos de 18 años;2020;1
Melilla;Menos de 18 años;2019;0
Melilla;Menos de 18 años;2018;1
Melilla;Menos de 18 años;2017;4
Melilla;Menos de 18 años;2016;2
Melilla;Menos de 18 años;2015;2
Melilla;Menos de 18 años;2014;0
Melilla;Menos de 18 años;2013;0
Melilla;Menos de 18 años;2012;1
Melilla;Menos de 18 años;2011;3
Melilla;De 18 a 24 años;2023;37
Melilla;De 18 a 24 años;2022;19
Melilla;De 18 a 24 años;2021;11
Melilla;De 18 a 24 años;2020;5
Melilla;De 18 a 24 años;2019;13
Melilla;De 18 a 24 años;2018;15
Melilla;De 18 a 24 años;2017;13
Melilla;De 18 a 24 años;2016;5
Melilla;De 18 a 24 años;2015;15
Melilla;De 18 a 24 años;2014;13
Melilla;De 18 a 24 años;2013;16
Melilla;De 18 a 24 años;2012;13
Melilla;De 18 a 24 años;2011;18
Melilla;De 25 a 44 años;2023;129
Melilla;De 25 a 44 años;2022;85
Melilla;De 25 a 44 años;2021;33
Melilla;De 25 a 44 años;2020;55
Melilla;De 25 a 44 años;2019;48
Melilla;De 25 a 44 años;2018;37
Melilla;De 25 a 44 años;2017;48
Melilla;De 25 a 44 años;2016;39
Melilla;De 25 a 44 años;2015;67
Melilla;De 25 a 44 años;2014;39
Melilla;De 25 a 44 años;2013;27
Melilla;De 25 a 44 años;2012;37
Melilla;De 25 a 44 años;2011;29
Melilla;De 45 a 64 años;2023;28
Melilla;De 45 a 64 años;2022;13
Melilla;De 45 a 64 años;2021;6
Melilla;De 45 a 64 años;2020;13
Melilla;De 45 a 64 años;2019;9
Melilla;De 45 a 64 años;2018;8
Melilla;De 45 a 64 años;2017;8
Melilla;De 45 a 64 años;2016;10
Melilla;De 45 a 64 años;2015;13
Melilla;De 45 a 64 años;2014;12
Melilla;De 45 a 64 años;2013;9
Melilla;De 45 a 64 años;2012;5
Melilla;De 45 a 64 años;2011;5
Melilla;65 y más años;2023;1
Melilla;65 y más años;2022;0
Melilla;65 y más años;2021;0
Melilla;65 y más años;2020;1
Melilla;65 y más años;2019;0
Melilla;65 y más años;2018;1
Melilla;65 y más años;2017;1
Melilla;65 y más años;2016;0
Melilla;65 y más años;2015;0
Melilla;65 y más años;2014;0
Melilla;65 y más años;2013;0
Melilla;65 y más años;2012;2
Melilla;65 y más años;2011;0
