Tipo de infracción;Comunidades y ciudades autónomas;Periodo;Total
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2022;2
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2021;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2020;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2019;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2018;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2017;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2016;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2015;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2014;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2013;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2012;""
Abusos y agresiones sexuales a menores de 16 años;Asturias, Principado de;2011;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2023;0
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2022;0
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2021;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2020;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2019;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2018;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2017;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2016;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2015;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2014;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2013;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2012;""
Abusos y agresiones sexuales a menores de 16 años;Balears, Illes;2011;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2023;3
Abusos y agresiones sexuales a menores de 16 años;Canarias;2022;5
Abusos y agresiones sexuales a menores de 16 años;Canarias;2021;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2020;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2019;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2018;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2017;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2016;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2015;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2014;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2013;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2012;""
Abusos y agresiones sexuales a menores de 16 años;Canarias;2011;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2023;0
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2022;0
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2021;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2020;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2019;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2018;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2017;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2016;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2015;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2014;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2013;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2012;""
Abusos y agresiones sexuales a menores de 16 años;Cantabria;2011;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2023;2
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2022;5
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2021;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2020;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2019;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2018;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2017;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2016;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2015;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2014;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2013;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2012;""
Abusos y agresiones sexuales a menores de 16 años;Castilla y León;2011;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2023;4
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2022;0
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2021;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2020;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2019;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2018;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2017;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2016;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2015;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2014;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2013;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2012;""
Abusos y agresiones sexuales a menores de 16 años;Castilla - La Mancha;2011;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2023;10
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2022;4
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2021;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2020;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2019;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2018;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2017;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2016;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2015;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2014;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2013;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2012;""
Abusos y agresiones sexuales a menores de 16 años;Cataluña;2011;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2023;5
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2022;2
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2021;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2020;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2019;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2018;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2017;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2016;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2015;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2014;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2013;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2012;""
Abusos y agresiones sexuales a menores de 16 años;Comunitat Valenciana;2011;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2023;1
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2022;0
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2021;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2020;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2019;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2018;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2017;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2016;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2015;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2014;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2013;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2012;""
Abusos y agresiones sexuales a menores de 16 años;Extremadura;2011;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2023;5
Abusos y agresiones sexuales a menores de 16 años;Galicia;2022;2
Abusos y agresiones sexuales a menores de 16 años;Galicia;2021;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2020;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2019;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2018;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2017;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2016;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2015;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2014;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2013;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2012;""
Abusos y agresiones sexuales a menores de 16 años;Galicia;2011;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2023;7
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2022;7
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2021;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2020;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2019;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2018;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2017;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2016;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2015;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2014;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2013;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2012;""
Abusos y agresiones sexuales a menores de 16 años;Madrid, Comunidad de;2011;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2023;3
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2022;1
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2021;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2020;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2019;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2018;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2017;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2016;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2015;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2014;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2013;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2012;""
Abusos y agresiones sexuales a menores de 16 años;Murcia, Región de;2011;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2023;2
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2022;0
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2021;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2020;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2019;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2018;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2017;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2016;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2015;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2014;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2013;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2012;""
Abusos y agresiones sexuales a menores de 16 años;Navarra, Comunidad Foral de;2011;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2023;1
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2022;2
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2021;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2020;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2019;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2018;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2017;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2016;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2015;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2014;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2013;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2012;""
Abusos y agresiones sexuales a menores de 16 años;País Vasco;2011;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2023;1
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2022;1
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2021;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2020;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2019;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2018;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2017;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2016;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2015;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2014;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2013;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2012;""
Abusos y agresiones sexuales a menores de 16 años;Rioja, La;2011;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2023;0
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2022;0
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2021;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2020;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2019;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2018;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2017;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2016;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2015;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2014;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2013;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2012;""
Abusos y agresiones sexuales a menores de 16 años;Ceuta;2011;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2023;0
Abusos y agresiones sexuales a menores de 16 años;Melilla;2022;0
Abusos y agresiones sexuales a menores de 16 años;Melilla;2021;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2020;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2019;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2018;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2017;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2016;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2015;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2014;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2013;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2012;""
Abusos y agresiones sexuales a menores de 16 años;Melilla;2011;""
Allanamiento de morada;Total Nacional;2023;77
Allanamiento de morada;Total Nacional;2022;38
Allanamiento de morada;Total Nacional;2021;47
Allanamiento de morada;Total Nacional;2020;37
Allanamiento de morada;Total Nacional;2019;46
Allanamiento de morada;Total Nacional;2018;52
Allanamiento de morada;Total Nacional;2017;62
Allanamiento de morada;Total Nacional;2016;52
Allanamiento de morada;Total Nacional;2015;48
Allanamiento de morada;Total Nacional;2014;35
Allanamiento de morada;Total Nacional;2013;25
Allanamiento de morada;Total Nacional;2012;36
Allanamiento de morada;Total Nacional;2011;68
Allanamiento de morada;Andalucía;2023;10
Allanamiento de morada;Andalucía;2022;7
Allanamiento de morada;Andalucía;2021;4
Allanamiento de morada;Andalucía;2020;11
Allanamiento de morada;Andalucía;2019;9
Allanamiento de morada;Andalucía;2018;14
Allanamiento de morada;Andalucía;2017;15
Allanamiento de morada;Andalucía;2016;16
Allanamiento de morada;Andalucía;2015;13
Allanamiento de morada;Andalucía;2014;5
Allanamiento de morada;Andalucía;2013;4
Allanamiento de morada;Andalucía;2012;5
Allanamiento de morada;Andalucía;2011;17
Allanamiento de morada;Aragón;2023;2
Allanamiento de morada;Aragón;2022;1
Allanamiento de morada;Aragón;2021;0
Allanamiento de morada;Aragón;2020;0
Allanamiento de morada;Aragón;2019;1
Allanamiento de morada;Aragón;2018;2
Allanamiento de morada;Aragón;2017;1
Allanamiento de morada;Aragón;2016;0
Allanamiento de morada;Aragón;2015;1
Allanamiento de morada;Aragón;2014;0
Allanamiento de morada;Aragón;2013;1
Allanamiento de morada;Aragón;2012;1
Allanamiento de morada;Aragón;2011;3
Allanamiento de morada;Asturias, Principado de;2023;1
Allanamiento de morada;Asturias, Principado de;2022;1
Allanamiento de morada;Asturias, Principado de;2021;0
Allanamiento de morada;Asturias, Principado de;2020;0
Allanamiento de morada;Asturias, Principado de;2019;0
Allanamiento de morada;Asturias, Principado de;2018;1
Allanamiento de morada;Asturias, Principado de;2017;0
Allanamiento de morada;Asturias, Principado de;2016;2
Allanamiento de morada;Asturias, Principado de;2015;0
Allanamiento de morada;Asturias, Principado de;2014;1
Allanamiento de morada;Asturias, Principado de;2013;3
Allanamiento de morada;Asturias, Principado de;2012;0
Allanamiento de morada;Asturias, Principado de;2011;4
Allanamiento de morada;Balears, Illes;2023;1
Allanamiento de morada;Balears, Illes;2022;1
Allanamiento de morada;Balears, Illes;2021;3
Allanamiento de morada;Balears, Illes;2020;1
Allanamiento de morada;Balears, Illes;2019;4
Allanamiento de morada;Balears, Illes;2018;2
Allanamiento de morada;Balears, Illes;2017;4
Allanamiento de morada;Balears, Illes;2016;3
Allanamiento de morada;Balears, Illes;2015;4
Allanamiento de morada;Balears, Illes;2014;1
Allanamiento de morada;Balears, Illes;2013;1
Allanamiento de morada;Balears, Illes;2012;0
Allanamiento de morada;Balears, Illes;2011;4
Allanamiento de morada;Canarias;2023;3
Allanamiento de morada;Canarias;2022;0
Allanamiento de morada;Canarias;2021;1
Allanamiento de morada;Canarias;2020;1
Allanamiento de morada;Canarias;2019;3
Allanamiento de morada;Canarias;2018;0
Allanamiento de morada;Canarias;2017;4
Allanamiento de morada;Canarias;2016;2
Allanamiento de morada;Canarias;2015;1
Allanamiento de morada;Canarias;2014;5
Allanamiento de morada;Canarias;2013;0
Allanamiento de morada;Canarias;2012;2
Allanamiento de morada;Canarias;2011;5
Allanamiento de morada;Cantabria;2023;1
Allanamiento de morada;Cantabria;2022;1
Allanamiento de morada;Cantabria;2021;0
Allanamiento de morada;Cantabria;2020;0
Allanamiento de morada;Cantabria;2019;0
Allanamiento de morada;Cantabria;2018;0
Allanamiento de morada;Cantabria;2017;1
Allanamiento de morada;Cantabria;2016;0
Allanamiento de morada;Cantabria;2015;1
Allanamiento de morada;Cantabria;2014;3
Allanamiento de morada;Cantabria;2013;0
Allanamiento de morada;Cantabria;2012;0
Allanamiento de morada;Cantabria;2011;0
Allanamiento de morada;Castilla y León;2023;2
Allanamiento de morada;Castilla y León;2022;1
Allanamiento de morada;Castilla y León;2021;1
Allanamiento de morada;Castilla y León;2020;1
Allanamiento de morada;Castilla y León;2019;0
Allanamiento de morada;Castilla y León;2018;0
Allanamiento de morada;Castilla y León;2017;1
Allanamiento de morada;Castilla y León;2016;1
Allanamiento de morada;Castilla y León;2015;0
Allanamiento de morada;Castilla y León;2014;0
Allanamiento de morada;Castilla y León;2013;1
Allanamiento de morada;Castilla y León;2012;1
Allanamiento de morada;Castilla y León;2011;2
Allanamiento de morada;Castilla - La Mancha;2023;1
Allanamiento de morada;Castilla - La Mancha;2022;1
Allanamiento de morada;Castilla - La Mancha;2021;3
Allanamiento de morada;Castilla - La Mancha;2020;1
Allanamiento de morada;Castilla - La Mancha;2019;4
Allanamiento de morada;Castilla - La Mancha;2018;2
Allanamiento de morada;Castilla - La Mancha;2017;0
Allanamiento de morada;Castilla - La Mancha;2016;1
Allanamiento de morada;Castilla - La Mancha;2015;0
Allanamiento de morada;Castilla - La Mancha;2014;2
Allanamiento de morada;Castilla - La Mancha;2013;0
Allanamiento de morada;Castilla - La Mancha;2012;2
Allanamiento de morada;Castilla - La Mancha;2011;2
Allanamiento de morada;Cataluña;2023;18
Allanamiento de morada;Cataluña;2022;10
Allanamiento de morada;Cataluña;2021;15
Allanamiento de morada;Cataluña;2020;12
Allanamiento de morada;Cataluña;2019;16
Allanamiento de morada;Cataluña;2018;16
Allanamiento de morada;Cataluña;2017;18
Allanamiento de morada;Cataluña;2016;10
Allanamiento de morada;Cataluña;2015;11
Allanamiento de morada;Cataluña;2014;12
Allanamiento de morada;Cataluña;2013;2
Allanamiento de morada;Cataluña;2012;10
Allanamiento de morada;Cataluña;2011;10
Allanamiento de morada;Comunitat Valenciana;2023;17
Allanamiento de morada;Comunitat Valenciana;2022;12
Allanamiento de morada;Comunitat Valenciana;2021;14
Allanamiento de morada;Comunitat Valenciana;2020;6
Allanamiento de morada;Comunitat Valenciana;2019;4
Allanamiento de morada;Comunitat Valenciana;2018;6
Allanamiento de morada;Comunitat Valenciana;2017;7
Allanamiento de morada;Comunitat Valenciana;2016;8
Allanamiento de morada;Comunitat Valenciana;2015;5
Allanamiento de morada;Comunitat Valenciana;2014;3
Allanamiento de morada;Comunitat Valenciana;2013;7
Allanamiento de morada;Comunitat Valenciana;2012;4
Allanamiento de morada;Comunitat Valenciana;2011;9
Allanamiento de morada;Extremadura;2023;4
Allanamiento de morada;Extremadura;2022;0
Allanamiento de morada;Extremadura;2021;2
Allanamiento de morada;Extremadura;2020;2
Allanamiento de morada;Extremadura;2019;0
Allanamiento de morada;Extremadura;2018;0
Allanamiento de morada;Extremadura;2017;0
Allanamiento de morada;Extremadura;2016;0
Allanamiento de morada;Extremadura;2015;0
Allanamiento de morada;Extremadura;2014;0
Allanamiento de morada;Extremadura;2013;1
Allanamiento de morada;Extremadura;2012;1
Allanamiento de morada;Extremadura;2011;1
Allanamiento de morada;Galicia;2023;3
Allanamiento de morada;Galicia;2022;0
Allanamiento de morada;Galicia;2021;1
Allanamiento de morada;Galicia;2020;1
Allanamiento de morada;Galicia;2019;1
Allanamiento de morada;Galicia;2018;3
Allanamiento de morada;Galicia;2017;0
Allanamiento de morada;Galicia;2016;1
Allanamiento de morada;Galicia;2015;3
Allanamiento de morada;Galicia;2014;0
Allanamiento de morada;Galicia;2013;2
Allanamiento de morada;Galicia;2012;4
Allanamiento de morada;Galicia;2011;3
Allanamiento de morada;Madrid, Comunidad de;2023;13
Allanamiento de morada;Madrid, Comunidad de;2022;0
Allanamiento de morada;Madrid, Comunidad de;2021;1
Allanamiento de morada;Madrid, Comunidad de;2020;1
Allanamiento de morada;Madrid, Comunidad de;2019;3
Allanamiento de morada;Madrid, Comunidad de;2018;4
Allanamiento de morada;Madrid, Comunidad de;2017;8
Allanamiento de morada;Madrid, Comunidad de;2016;5
Allanamiento de morada;Madrid, Comunidad de;2015;6
Allanamiento de morada;Madrid, Comunidad de;2014;1
Allanamiento de morada;Madrid, Comunidad de;2013;3
Allanamiento de morada;Madrid, Comunidad de;2012;5
Allanamiento de morada;Madrid, Comunidad de;2011;7
Allanamiento de morada;Murcia, Región de;2023;1
Allanamiento de morada;Murcia, Región de;2022;0
Allanamiento de morada;Murcia, Región de;2021;0
Allanamiento de morada;Murcia, Región de;2020;0
Allanamiento de morada;Murcia, Región de;2019;0
Allanamiento de morada;Murcia, Región de;2018;0
Allanamiento de morada;Murcia, Región de;2017;1
Allanamiento de morada;Murcia, Región de;2016;0
Allanamiento de morada;Murcia, Región de;2015;0
Allanamiento de morada;Murcia, Región de;2014;0
Allanamiento de morada;Murcia, Región de;2013;0
Allanamiento de morada;Murcia, Región de;2012;0
Allanamiento de morada;Murcia, Región de;2011;0
Allanamiento de morada;Navarra, Comunidad Foral de;2023;0
Allanamiento de morada;Navarra, Comunidad Foral de;2022;0
Allanamiento de morada;Navarra, Comunidad Foral de;2021;1
Allanamiento de morada;Navarra, Comunidad Foral de;2020;0
Allanamiento de morada;Navarra, Comunidad Foral de;2019;0
Allanamiento de morada;Navarra, Comunidad Foral de;2018;0
Allanamiento de morada;Navarra, Comunidad Foral de;2017;1
Allanamiento de morada;Navarra, Comunidad Foral de;2016;3
Allanamiento de morada;Navarra, Comunidad Foral de;2015;3
Allanamiento de morada;Navarra, Comunidad Foral de;2014;2
Allanamiento de morada;Navarra, Comunidad Foral de;2013;0
Allanamiento de morada;Navarra, Comunidad Foral de;2012;0
Allanamiento de morada;Navarra, Comunidad Foral de;2011;0
Allanamiento de morada;País Vasco;2023;0
Allanamiento de morada;País Vasco;2022;2
Allanamiento de morada;País Vasco;2021;1
Allanamiento de morada;País Vasco;2020;0
Allanamiento de morada;País Vasco;2019;0
Allanamiento de morada;País Vasco;2018;1
Allanamiento de morada;País Vasco;2017;1
Allanamiento de morada;País Vasco;2016;0
Allanamiento de morada;País Vasco;2015;0
Allanamiento de morada;País Vasco;2014;0
Allanamiento de morada;País Vasco;2013;0
Allanamiento de morada;País Vasco;2012;0
Allanamiento de morada;País Vasco;2011;1
Allanamiento de morada;Rioja, La;2023;0
Allanamiento de morada;Rioja, La;2022;1
Allanamiento de morada;Rioja, La;2021;0
Allanamiento de morada;Rioja, La;2020;0
Allanamiento de morada;Rioja, La;2019;1
Allanamiento de morada;Rioja, La;2018;1
Allanamiento de morada;Rioja, La;2017;0
Allanamiento de morada;Rioja, La;2016;0
Allanamiento de morada;Rioja, La;2015;0
Allanamiento de morada;Rioja, La;2014;0
Allanamiento de morada;Rioja, La;2013;0
Allanamiento de morada;Rioja, La;2012;1
Allanamiento de morada;Rioja, La;2011;0
Allanamiento de morada;Ceuta;2023;0
Allanamiento de morada;Ceuta;2022;0
Allanamiento de morada;Ceuta;2021;0
Allanamiento de morada;Ceuta;2020;0
Allanamiento de morada;Ceuta;2019;0
Allanamiento de morada;Ceuta;2018;0
Allanamiento de morada;Ceuta;2017;0
Allanamiento de morada;Ceuta;2016;0
Allanamiento de morada;Ceuta;2015;0
Allanamiento de morada;Ceuta;2014;0
Allanamiento de morada;Ceuta;2013;0
Allanamiento de morada;Ceuta;2012;0
Allanamiento de morada;Ceuta;2011;0
Allanamiento de morada;Melilla;2023;0
Allanamiento de morada;Melilla;2022;0
Allanamiento de morada;Melilla;2021;0
Allanamiento de morada;Melilla;2020;0
Allanamiento de morada;Melilla;2019;0
Allanamiento de morada;Melilla;2018;0
Allanamiento de morada;Melilla;2017;0
Allanamiento de morada;Melilla;2016;0
Allanamiento de morada;Melilla;2015;0
Allanamiento de morada;Melilla;2014;0
Allanamiento de morada;Melilla;2013;0
Allanamiento de morada;Melilla;2012;0
Allanamiento de morada;Melilla;2011;0
Injurias;Total Nacional;2023;11
Injurias;Total Nacional;2022;52
Injurias;Total Nacional;2021;150
Injurias;Total Nacional;2020;113
Injurias;Total Nacional;2019;171
Injurias;Total Nacional;2018;179
Injurias;Total Nacional;2017;211
Injurias;Total Nacional;2016;264
Injurias;Total Nacional;2015;124
Injurias;Total Nacional;2014;65
Injurias;Total Nacional;2013;54
Injurias;Total Nacional;2012;73
Injurias;Total Nacional;2011;114
Injurias;Andalucía;2023;5
Injurias;Andalucía;2022;9
Injurias;Andalucía;2021;28
Injurias;Andalucía;2020;12
Injurias;Andalucía;2019;28
Injurias;Andalucía;2018;20
Injurias;Andalucía;2017;38
Injurias;Andalucía;2016;44
Injurias;Andalucía;2015;24
Injurias;Andalucía;2014;8
